SpT,PS1gmag,PS1rmag,PS1imag,PS1zmag,PS1ymag,Jmag,Hmag,Ksmag,W1mag,W2mag,W3mag,W4mag,label
T6.5,,,,20.35,18.74,16.21,16.13,16.05,15.84,13.9,12.53,9.04,true
L1.5VL-G,,23.05,21.63,19.78,18.73,,,,14.69,14.0,12.05,8.17,true
T5.5,,,,20.1,18.39,15.98,15.72,15.49,15.5,13.65,12.02,8.88,true
L1gamma,,,19.99,18.49,17.5,15.26,14.3,13.62,13.04,12.66,12.59,8.92,true
L7,,,,19.53,18.27,15.98,14.83,14.16,13.4,12.85,11.79,8.41,true
T7.5,,,,19.49,17.87,15.26,15.22,14.67,14.11,12.29,10.3,8.96,true
L2.5,,19.93,17.61,16.18,15.18,13.08,12.22,11.64,11.17,10.87,10.38,8.62,true
L1VL-G,,,21.3,19.59,18.46,16.26,15.44,14.97,14.3,13.77,12.12,8.77,true
L1,,20.94,18.55,17.08,16.07,14.05,13.26,12.71,12.22,11.92,11.14,8.88,true
L3,,21.81,19.71,18.24,17.31,15.44,14.42,13.86,13.3,12.97,12.13,8.74,true
L2gamma,,22.68,20.7,19.13,18.14,15.77,14.69,13.85,13.26,12.76,12.16,8.88,true
L0,,,21.81,20.26,19.43,17.53,16.22,15.77,15.38,15.2,12.47,8.94,true
L0,,22.07,21.42,19.92,19.07,,,,15.56,14.99,11.66,7.26,true
L1.5,,,18.97,17.69,16.67,14.76,13.91,13.32,,,,,true
L5,,21.23,19.08,17.16,16.1,14.03,13.1,12.53,11.89,11.59,11.72,9.07,true
L0,,,22.27,20.35,19.34,,,,15.97,16.27,11.87,8.98,true
T6.5,,,,20.95,19.21,16.64,16.57,16.63,16.23,13.95,12.12,8.76,true
L1,,20.41,18.08,16.7,15.66,13.57,12.67,12.05,11.66,11.39,10.76,9.01,true
T5,,,,20.64,18.69,16.18,16.27,15.47,15.9,13.91,12.42,9.07,true
L2,,21.44,19.14,17.59,16.57,14.44,13.49,12.84,12.35,12.04,11.57,8.37,true
L8,,,21.3,19.73,18.72,16.63,15.69,14.71,13.86,13.35,12.33,9.07,true
L4pec,,,21.19,19.69,18.66,16.37,15.48,14.87,,,,,true
L1:,,,21.33,19.8,18.77,,,,15.5,15.04,12.77,9.08,true
T4.5,,,,18.02,16.31,13.8,13.68,13.58,13.39,11.91,10.61,8.74,true
T4.5,,,,19.73,18.0,15.54,15.59,15.17,15.18,13.59,12.51,8.99,true
L1:,,20.97,18.71,17.28,16.3,14.27,13.36,12.68,12.22,11.95,11.72,9.15,true
L1,,19.27,16.87,15.38,14.34,12.3,11.45,10.87,10.42,10.14,9.66,8.48,true
L0:,,21.22,18.9,17.4,16.38,14.51,13.73,13.15,12.84,12.55,12.65,8.55,true
L8,,22.2,20.07,17.37,16.3,14.22,13.04,12.47,11.54,10.94,9.89,8.35,true
L2.5,,21.63,19.53,18.04,17.14,14.94,14.03,13.33,12.86,12.54,11.77,9.07,true
T0,,,,19.01,17.72,15.49,14.65,14.22,13.56,12.92,11.93,8.62,true
T6,,,,,19.45,17.0,17.06,17.34,16.4,14.04,12.45,8.73,true
L0.5,,,20.0,18.72,17.66,15.96,15.18,14.51,,,,,true
T6,,,,,19.28,16.93,16.36,16.28,16.24,13.63,11.9,8.92,true
L2,,21.4,19.15,17.74,16.79,14.78,13.9,13.38,13.01,12.77,12.25,9.08,true
T7,,,,21.08,19.36,16.9,16.82,16.81,16.62,14.24,11.98,8.3,true
L9:,,,,19.83,18.81,16.59,15.6,15.02,14.25,13.63,11.87,8.89,true
L2:,,20.6,18.16,16.63,15.66,13.75,12.98,12.54,12.2,11.95,11.3,8.89,true
L1,,20.37,18.0,16.51,15.53,13.41,12.77,12.27,11.88,11.68,11.43,9.12,true
T6,,,,,19.39,17.1,16.9,16.84,16.51,14.43,12.51,8.63,true
L1,,22.69,20.3,18.73,17.78,15.93,15.21,14.86,14.29,14.27,12.31,9.07,true
T6,,,,19.99,18.1,15.49,15.44,15.43,14.98,13.25,11.53,8.49,true
T2,,,,19.91,18.7,16.34,15.47,15.13,14.37,13.65,11.89,8.75,true
L0.5,22.45,20.46,18.05,16.58,15.59,13.75,12.94,12.4,12.07,11.83,11.45,9.28,true
L1.5,,,20.96,19.57,18.6,16.38,15.42,15.17,14.93,14.8,12.71,9.16,true
L9(red),,,,19.72,18.57,16.16,15.09,14.28,13.37,12.6,11.6,9.01,true
L9:,,,,19.41,18.2,16.26,15.08,14.6,13.57,12.99,11.8,9.29,true
L9.5,,,21.02,18.64,17.44,15.31,14.29,13.74,13.04,12.52,11.59,9.14,true
L0,,19.55,17.03,15.56,14.56,12.76,12.02,11.52,11.14,10.79,10.37,8.47,true
T0,,,21.82,18.9,17.64,15.48,14.46,13.89,13.15,12.44,11.69,8.94,true
T5.5,,,,,19.93,,,,,,,,true
L4.5,,20.68,18.62,16.83,15.76,13.51,12.38,11.69,10.88,10.51,9.84,8.92,true
L6:,,,20.86,19.4,18.38,16.14,15.2,14.6,14.07,13.76,12.3,9.48,true
T3,,,,19.29,17.69,15.45,14.87,14.83,14.3,13.23,11.8,8.65,true
L2,,21.47,19.18,17.83,16.92,14.84,13.77,13.02,12.63,12.36,11.56,8.47,true
L3.5,,19.95,17.65,16.05,15.06,12.92,11.95,11.32,10.68,10.38,9.72,8.28,true
T2.5,,,,19.43,17.98,15.79,15.08,14.88,14.19,13.2,11.69,8.82,true
L5,,,21.74,19.94,18.99,16.72,15.56,14.77,14.27,14.02,11.84,8.69,true
L7,,,,,19.19,16.92,15.72,14.92,13.98,13.5,12.43,8.79,true
L4pec(blue),,21.19,19.14,17.39,16.38,14.3,13.49,12.81,12.3,12.07,11.76,8.77,true
L1:,21.47,20.62,18.23,16.74,15.79,13.9,13.07,12.57,12.18,11.99,11.53,8.73,true
L3,,21.66,19.28,17.78,16.74,14.64,13.59,12.95,12.31,11.96,11.34,8.97,true
T0,,,22.4,20.69,19.43,,,,15.33,14.75,12.74,9.06,true
T9,,,,20.76,,,,,15.25,12.2,10.21,8.76,true
L1,,20.62,18.3,16.86,15.9,13.97,13.16,12.61,12.28,12.05,11.71,8.49,true
T7,,,,19.96,18.16,15.6,15.76,15.56,15.19,12.96,11.92,8.24,true
T6,,,,,19.5,17.2,17.75,15.81,16.84,14.71,12.26,9.07,true
L0,,,19.67,18.17,17.31,15.78,15.25,14.85,14.45,14.1,12.66,8.72,true
L1,,,21.84,20.23,19.22,16.94,16.11,15.66,15.43,15.09,12.57,8.9,true
T1.5:,,,,20.47,19.04,16.82,16.0,15.83,15.45,14.57,12.75,8.94,true
L6:,,,,20.05,19.05,17.29,15.75,15.08,14.41,13.97,11.82,8.3,true
L4.5,,,20.9,19.27,18.25,16.19,14.86,14.22,13.51,13.18,11.86,8.94,true
T5,,,,20.64,18.7,16.16,15.84,15.85,15.9,14.12,11.84,8.34,true
L1.5,,21.0,18.81,17.35,16.38,14.39,13.61,13.12,12.69,12.43,12.18,8.78,true
T5,,,,20.13,18.47,16.19,15.91,15.23,15.67,13.8,11.96,8.82,true
L0,,21.38,19.03,17.61,16.69,14.88,14.11,13.64,13.33,13.07,12.04,8.51,true
T8,,,,,19.76,17.68,17.59,17.57,17.18,14.53,12.65,8.94,true
L0,,22.85,20.67,19.15,18.31,16.44,15.66,15.33,14.93,14.78,12.0,8.85,true
L0.5,20.8,18.57,16.13,14.68,13.7,11.76,11.01,10.47,10.14,9.87,9.4,8.86,true
L0,,,20.39,19.01,18.27,16.76,15.72,15.74,15.28,15.35,11.98,9.01,true
L0,,21.76,19.21,17.76,16.83,15.08,14.16,13.72,13.42,13.21,12.55,9.07,true
L5FLD-G,,,21.36,19.43,18.43,16.27,15.18,14.42,13.75,13.34,12.26,8.97,true
L0,,22.68,20.24,18.77,17.93,16.14,15.37,15.2,14.73,14.49,12.62,8.6,true
L0,,,18.99,17.5,16.65,15.13,14.46,14.25,13.79,13.44,11.9,8.84,true
L1.5,,20.06,17.57,16.03,15.04,13.16,12.5,11.99,11.69,11.44,11.05,9.13,true
L0,,,20.86,19.4,18.55,16.43,15.8,15.34,15.39,15.06,11.77,8.27,true
L0,,,20.92,19.33,18.39,16.36,15.6,15.19,15.02,14.78,12.3,8.72,true
L2,,,19.95,18.51,17.52,15.52,14.53,13.85,13.33,13.01,11.76,8.35,true
T2pec(red),,,,19.48,18.35,16.17,15.44,14.93,14.39,13.74,12.16,9.34,true
L3.5:,,,21.19,19.8,18.86,17.23,16.23,15.64,15.13,14.94,12.08,8.78,true
T5,,,,20.19,18.26,15.73,15.67,15.75,15.34,13.51,11.76,8.95,true
L6,,22.93,21.89,19.9,18.76,16.66,15.76,14.73,14.16,13.64,11.89,8.63,true
L3.5:,,,21.86,20.25,19.25,16.77,15.55,14.99,14.2,13.85,11.89,8.99,true
L3.7:,,,20.66,19.15,18.08,15.86,14.83,14.09,13.63,13.36,12.08,8.76,true
T4.5,,,,20.25,18.38,16.12,15.8,16.09,15.66,13.92,12.04,9.15,true
T6.5,,,,,20.42,,,,16.52,15.08,12.48,8.91,true
T2,,,,18.71,17.18,14.95,14.11,13.88,13.09,12.17,10.67,8.63,true
L0,,22.28,20.01,18.57,17.62,15.74,14.98,14.48,14.23,14.01,12.31,9.05,true
L1,,21.34,19.08,17.53,16.57,14.62,13.82,13.36,12.91,12.54,12.05,8.65,true
L2,,22.25,19.89,18.43,17.48,15.51,14.55,14.32,13.83,13.56,11.98,9.14,true
L1,,,21.65,20.65,19.73,,,,,,,,true
L6.5,,,21.1,19.28,18.34,16.28,15.45,14.54,13.96,13.69,12.63,9.11,true
L0,,22.59,20.32,18.71,17.66,16.01,15.06,14.82,14.45,14.1,12.43,9.07,true
L2,,,20.11,18.74,17.75,15.85,14.8,14.2,13.82,13.57,12.16,9.07,true
L2.5,,,20.77,19.02,18.07,16.31,15.44,15.23,14.69,14.37,12.43,9.01,true
L5,,,,20.84,19.67,,,,15.08,14.54,11.89,8.9,true
L0,,,20.71,19.31,18.39,,,,15.13,14.86,12.41,8.79,true
L4,,,19.82,18.03,16.92,14.73,13.92,13.44,12.89,12.45,11.92,9.06,true
L1,,22.01,19.59,18.09,17.14,15.26,14.38,13.85,13.61,13.33,12.53,9.03,true
L8pec,,,21.08,19.07,18.03,15.84,14.78,14.35,13.48,13.09,12.16,8.83,true
L2,,22.59,20.07,18.62,17.6,15.74,14.88,14.33,14.05,13.79,12.03,8.65,true
L5.4INT-G,,,,19.89,18.93,16.44,15.18,14.42,13.36,12.82,11.65,8.85,true
L2.5:,,20.55,18.24,16.81,15.87,13.82,12.93,12.39,12.06,11.86,11.4,8.97,true
L3,,22.29,20.12,18.67,17.78,15.75,14.98,14.28,14.04,13.81,12.15,8.88,true
L3,,22.68,20.23,18.74,17.79,15.95,15.09,14.54,14.21,13.94,12.26,8.38,true
L1,,22.7,20.45,18.96,18.1,16.06,15.23,14.81,14.58,14.28,12.13,8.57,true
L2,,,20.7,19.18,18.15,16.12,15.41,14.99,14.44,14.05,12.61,8.88,true
L0,,22.99,20.74,19.28,18.2,16.6,15.72,15.37,15.05,14.88,12.61,8.49,true
L0,,22.06,19.77,18.33,17.34,15.57,14.83,14.35,14.01,13.73,11.93,9.06,true
L1,,21.95,19.44,17.95,16.96,15.09,14.29,13.82,13.44,13.19,12.36,8.94,true
L0,,,20.69,19.18,18.22,16.33,15.5,15.24,14.53,14.17,12.01,9.07,true
L0,,,20.49,18.97,17.97,15.99,15.37,15.06,14.34,14.09,12.67,8.29,true
L0,,,20.46,18.82,17.86,16.37,15.54,14.91,14.68,14.48,12.32,8.56,true
T6,,,,,19.72,,,,16.95,15.24,11.95,8.34,true
L0.7FLD-G,,21.52,19.24,17.8,16.81,14.82,14.05,13.52,13.1,12.8,12.37,8.26,true
T4,,,,19.11,17.42,14.99,14.64,14.59,14.35,13.08,12.31,8.5,true
L5,,,21.35,19.74,18.65,16.28,15.0,14.22,13.54,13.23,12.14,9.05,true
L9.5::,,,,20.25,19.24,16.98,16.08,15.54,14.7,14.18,12.12,8.67,true
L0,,,20.35,18.87,18.0,16.5,15.63,15.06,14.79,14.4,11.86,8.71,true
T5.5,,,,20.7,19.19,16.78,16.59,16.58,16.43,14.46,12.4,8.69,true
T4.5,,,,,20.07,,,,16.92,15.62,12.34,9.06,true
L2:,,21.34,19.17,17.79,16.88,14.82,13.81,13.2,12.74,12.45,12.41,8.99,true
L1,,23.14,20.48,19.05,18.22,16.46,15.58,14.96,14.94,14.7,12.17,8.81,true
L3,,21.67,19.63,18.18,17.19,14.99,14.06,13.38,12.81,12.5,12.05,8.92,true
L1,,,22.12,20.51,19.52,,,,15.92,15.74,12.09,8.69,true
L7.5,,,20.59,18.27,17.22,15.1,13.79,13.03,12.09,11.57,10.51,8.7,true
L1,,,20.36,18.95,18.08,16.44,15.36,15.13,14.77,14.49,12.22,8.56,true
L0.3FLD-G,,22.17,19.8,18.28,17.32,15.45,14.58,13.98,13.55,13.24,11.79,9.05,true
L9,,,,18.87,17.79,15.79,14.6,14.11,13.41,13.06,11.77,8.81,true
L0,,21.46,18.84,17.39,16.47,14.78,14.01,13.58,13.27,12.96,11.96,8.82,true
T5.5,,,,,19.93,,,,,,,,true
L2,21.72,19.42,17.14,15.76,14.77,12.8,11.85,11.3,10.93,10.68,10.09,9.0,true
L2,,21.3,19.14,17.79,16.85,14.75,13.8,13.17,12.81,12.59,11.96,8.71,true
L0,,22.34,20.56,18.97,17.98,16.1,15.43,15.06,14.51,14.29,12.36,9.08,true
L4,,,21.75,20.32,19.34,,,,14.43,13.85,11.79,8.28,true
L6.5,,,,20.28,19.19,17.11,15.81,14.96,13.9,13.43,12.55,8.88,true
L8,,,21.14,18.51,17.46,15.44,14.34,13.68,12.93,12.47,11.6,8.68,true
T4.5,,,,20.77,18.83,16.29,16.14,16.36,15.66,14.13,11.89,8.2,true
L1,,22.17,19.97,18.42,17.43,15.79,14.89,14.54,14.08,13.78,11.96,8.24,true
L1.5,,20.84,18.56,17.1,16.14,14.13,13.32,12.71,12.42,12.18,11.63,9.09,true
L3::,,,21.82,20.37,19.64,,,,,,,,true
L1.5,,,22.4,21.06,20.13,,,,,,,,true
L0,,21.92,20.72,19.31,18.36,16.54,15.84,15.43,15.09,14.74,11.98,8.76,true
L4.5,,,21.09,19.24,18.2,16.09,14.89,14.32,13.63,13.22,11.74,8.51,true
L5,,20.39,18.24,16.5,15.45,13.17,11.94,11.14,10.41,10.05,9.47,8.4,true
L0,,22.26,19.7,18.22,17.33,15.74,14.93,14.45,14.19,13.85,12.43,8.94,true
L2:,,21.38,19.08,17.59,16.59,14.53,13.68,13.17,12.7,12.42,12.11,8.36,true
L1,,22.08,19.59,18.06,17.16,15.27,14.42,13.93,13.61,13.38,11.94,9.03,true
L0,,21.39,18.74,17.3,16.38,14.58,13.91,13.29,13.06,12.83,12.0,8.73,true
L0,,,20.76,19.4,18.41,16.51,15.88,15.18,14.68,14.46,10.64,8.19,true
T1,,,,20.7,19.24,17.04,16.14,15.96,15.33,14.68,12.71,9.05,true
L0,,22.0,20.29,18.84,17.89,16.13,15.31,14.76,14.38,14.08,11.98,8.66,true
L0,,22.75,20.71,19.27,18.35,16.6,15.56,15.11,14.85,14.71,12.14,8.57,true
L0,,22.3,20.11,18.81,18.02,16.36,15.57,14.93,14.72,14.54,11.73,7.97,true
T3.5,,,,20.73,19.28,16.65,16.21,15.65,15.82,14.6,12.47,8.58,true
L1,,,22.5,20.84,19.72,,,,15.97,15.91,12.02,8.8,true
L0,,23.18,20.58,19.13,18.16,16.51,15.66,15.28,14.86,14.52,12.61,9.08,true
L0,,22.5,20.15,18.69,17.66,15.73,14.93,14.3,13.97,13.72,12.46,9.03,true
L1,,,20.75,19.29,18.29,16.39,15.51,15.35,14.76,14.41,11.95,8.96,true
L1,,22.41,20.39,18.96,18.06,16.23,15.08,14.62,14.31,14.07,12.11,8.34,true
L4,,,20.38,18.96,17.97,15.94,15.03,14.69,14.14,13.86,12.46,8.79,true
L0,,,20.89,19.39,18.44,,,,15.23,15.12,12.5,9.09,true
L9.5:,,,,21.07,19.91,,,,15.62,14.96,11.81,9.01,true
L3,,,20.39,18.97,18.02,15.99,15.22,14.65,13.98,13.65,11.99,8.7,true
L1,,21.48,19.39,17.92,16.83,14.87,14.09,13.67,13.17,12.93,12.09,8.85,true
L2,,,20.3,18.77,17.82,15.87,14.82,14.34,13.92,13.66,12.1,8.94,true
L4,,,20.45,18.69,17.58,15.41,14.57,13.84,13.41,13.21,12.18,9.18,true
L1,,,20.59,19.1,18.12,16.2,15.54,15.07,14.6,14.33,12.66,8.74,true
L0,,,21.88,20.35,19.39,,,,15.65,15.32,11.85,8.5,true
L0,,22.66,20.21,18.74,17.75,15.82,15.01,14.45,14.25,13.95,12.32,9.04,true
L0,,22.89,20.26,18.76,17.8,15.91,15.17,15.03,14.42,14.18,12.33,8.62,true
L5.5,,,,21.37,20.46,,,,15.9,15.57,12.33,8.8,true
L2,,20.23,17.91,16.52,15.55,13.51,12.63,12.06,11.71,11.46,10.96,9.03,true
L4,,,20.86,19.32,18.34,16.23,15.12,14.41,13.93,13.6,12.36,8.85,true
L0,,21.52,19.08,17.59,16.67,14.92,14.13,13.69,13.38,13.09,11.71,8.66,true
L1,,,22.53,21.05,19.96,,,,,,,,true
L0,,,20.7,19.14,18.13,16.29,15.38,15.03,14.61,14.34,12.79,9.04,true
L6,,,21.79,19.72,18.72,16.47,15.22,14.47,13.52,12.96,11.61,8.41,true
L4.4FLD-G,,,,19.92,19.02,16.57,15.95,14.97,14.05,13.7,12.04,8.93,true
L0,,22.82,20.27,18.79,17.83,16.08,15.36,14.91,14.54,14.22,12.5,9.08,true
L9.5:,,,,19.39,18.37,16.18,15.42,14.72,13.78,13.21,11.88,8.87,true
L1,,,22.3,20.74,19.82,,,,16.11,16.03,12.59,8.85,true
L2,,,20.6,19.22,18.27,16.3,15.29,14.85,14.47,14.23,11.9,8.79,true
T0pec,,,21.54,19.52,18.34,16.1,15.31,14.96,14.18,13.6,12.22,8.56,true
L3.5,,,22.32,20.75,19.8,,,,15.28,14.86,11.99,8.26,true
L0,,,19.76,18.34,17.41,15.45,14.67,14.28,13.94,13.72,12.21,8.33,true
L3:,,22.29,20.26,18.8,17.8,15.68,14.58,13.95,13.36,13.03,12.3,8.62,true
L8,,,20.85,18.2,17.17,15.04,13.79,12.96,12.02,11.44,10.32,8.64,true
L1,22.64,22.11,19.62,18.13,17.15,15.23,14.42,13.84,13.57,13.32,12.52,8.88,true
T1,,,,19.55,18.53,16.45,15.38,14.76,14.04,13.57,11.95,8.65,true
L0,,21.54,19.42,17.96,16.99,15.05,14.23,13.66,13.13,12.84,11.73,8.76,true
L2,,,20.79,19.34,18.43,16.35,15.76,15.14,14.73,14.62,12.35,8.9,true
L6::,,,21.13,18.73,17.64,15.53,14.44,13.75,12.9,12.41,11.45,8.97,true
L0,,20.17,17.95,16.53,15.56,13.7,12.89,12.39,11.99,11.76,11.41,8.97,true
L0,,,20.21,18.71,17.72,15.8,14.95,14.62,14.28,14.05,11.89,9.16,true
L1.5FLD-G,,,20.17,18.73,17.74,15.84,15.1,14.5,13.83,13.36,11.78,8.35,true
L6,,22.81,21.53,19.39,18.38,16.43,15.41,14.66,14.28,13.97,12.19,8.96,true
L0,,,20.69,19.2,18.33,,,,15.24,15.08,12.52,9.02,true
T0pec,,,22.09,19.83,18.68,16.49,15.78,15.49,14.53,14.01,12.18,8.91,true
L2,,,21.0,19.52,18.47,16.45,15.6,14.89,14.57,14.27,12.75,9.11,true
T1,,,,20.5,19.34,,,,15.17,14.36,11.82,8.7,true
L0,,22.39,20.22,18.81,17.82,15.94,15.1,14.54,14.29,14.05,12.45,8.54,true
L5,,,20.45,18.7,17.63,15.4,14.28,13.73,13.01,12.69,12.07,9.01,true
L2pecFLD-G,,21.79,19.49,17.9,16.82,14.83,14.13,13.66,13.29,12.83,12.24,8.84,true
L4:,,,22.79,21.11,20.16,,,,15.59,15.25,12.04,8.88,true
L0,,21.06,18.5,17.04,16.14,14.41,13.74,13.41,13.06,12.76,11.87,9.15,true
L5,,21.83,19.98,17.62,16.58,14.55,13.48,12.95,12.1,11.65,10.75,9.04,true
T1.5,,,,19.63,18.15,16.03,15.21,15.17,14.52,13.5,11.04,8.71,true
L1,,21.54,19.12,17.61,16.68,14.73,13.93,13.44,13.17,12.93,11.9,8.45,true
L0,,20.57,18.27,16.79,15.83,13.89,13.09,12.54,12.23,11.99,11.21,8.35,true
L0,21.63,19.82,17.19,15.72,14.76,12.92,12.21,11.75,11.34,11.02,10.56,8.91,true
L0,,,20.28,18.76,17.79,15.9,15.22,14.78,14.52,14.39,12.51,8.54,true
L0,,,20.05,18.59,17.72,15.99,15.38,14.93,14.68,14.36,12.66,8.53,true
L8,,,,18.77,17.63,15.51,14.62,14.04,12.82,12.27,11.3,8.75,true
L3,,,20.39,19.03,18.11,15.97,14.84,14.28,13.79,13.5,12.5,8.79,true
L0,,22.7,20.4,18.9,17.96,16.24,15.32,14.74,14.51,14.28,12.7,8.77,true
L6,,21.62,19.84,17.83,16.79,14.55,13.53,13.01,12.08,11.71,11.02,8.8,true
T3,,,,21.09,19.41,,,,15.52,14.63,12.2,9.02,true
L1,,23.29,20.54,19.17,18.37,,,,15.39,15.2,12.4,8.93,true
L2,,,20.74,19.24,18.25,16.3,15.73,15.01,14.78,14.49,11.91,8.72,true
L1,,,21.93,20.6,19.68,,,,15.28,14.99,12.26,9.14,true
L0,,22.85,20.3,18.76,17.75,15.85,14.97,14.5,14.1,13.82,12.12,8.69,true
L5,,,,20.96,19.96,17.16,15.96,15.42,14.59,14.16,12.66,9.36,true
L2.5,,,19.95,18.61,17.71,15.66,14.58,13.9,13.39,13.11,12.44,8.13,true
L6.5,,,20.85,18.84,17.71,15.63,14.67,13.98,13.21,12.77,12.13,9.09,true
L0,,22.03,20.02,18.64,17.7,15.83,14.97,14.62,14.28,14.08,12.52,9.03,true
L9.5,,,21.52,18.47,17.22,15.22,14.16,13.73,13.08,12.44,10.99,8.94,true
L1.5,,19.76,17.32,15.71,14.71,12.78,12.15,11.69,11.24,10.95,10.39,8.38,true
L2,,22.1,20.08,18.61,17.65,15.79,14.89,14.34,14.12,13.83,12.41,8.99,true
L0,,22.91,20.36,19.13,18.46,16.22,15.91,15.74,15.63,15.62,12.66,8.43,true
L1,21.62,20.28,18.14,16.65,15.65,13.85,13.16,12.81,12.41,12.16,11.55,8.8,true
L0:,,,22.22,21.05,20.09,,,,16.55,16.72,12.36,8.97,true
L0,,,20.78,19.33,18.34,16.53,15.85,15.24,14.96,14.68,12.03,8.54,true
T4.5,,,,,21.22,,,,,,,,true
T4.5,,,,19.89,18.18,15.9,15.31,15.45,15.27,13.72,12.77,9.19,true
T3.5,,,,,19.73,,,,16.83,15.03,12.68,9.09,true
L5,,,,20.99,19.85,,,,15.3,14.97,12.61,8.97,true
L3:,,,,21.33,20.26,,,,16.4,15.9,11.99,8.46,true
L1,,,19.95,18.49,17.47,15.52,14.74,14.23,13.86,13.56,12.34,9.07,true
L2,,,19.77,18.41,17.41,15.32,14.29,13.62,13.16,12.85,12.53,8.43,true
T6.5,,,,,19.69,17.21,18.26,17.37,16.54,14.25,12.38,8.88,true
T2,,,,,20.9,,,,,,,,true
L8,,,21.88,19.99,19.03,16.6,15.44,14.64,13.87,13.32,12.12,9.08,true
L7.5:,,,,19.89,18.78,16.62,16.27,15.74,14.98,14.83,12.33,9.07,true
L3,,21.92,19.6,18.04,16.98,14.98,14.26,13.73,13.32,12.95,11.59,8.52,true
L0,,,22.21,20.85,20.03,,,,16.57,16.44,12.54,8.88,true
L0,,22.8,20.68,19.19,18.22,16.73,15.7,14.98,14.81,14.59,12.42,9.05,true
L0,,,20.19,18.73,17.78,15.91,15.37,14.99,14.6,14.27,12.2,9.29,true
L0,,22.51,19.57,18.15,17.28,15.66,14.91,14.62,14.27,14.07,12.46,8.64,true
L0,,22.06,19.68,18.2,17.31,15.65,15.06,14.34,14.26,13.89,12.16,8.78,true
L1,,,20.9,19.3,18.39,16.41,16.05,15.21,14.87,14.57,12.35,8.96,true
L5.5,,,,20.46,19.49,,,,15.34,15.02,11.91,8.98,true
L0,,20.88,18.36,16.86,15.93,14.04,13.31,12.82,12.42,12.13,11.69,8.81,true
L1,,22.83,20.49,19.1,18.29,16.64,15.84,15.28,15.2,15.03,12.54,8.33,true
L2,,,20.82,19.38,18.3,16.12,15.13,14.48,13.8,13.52,12.43,8.95,true
L0,,22.62,20.12,18.67,17.72,15.8,15.29,14.68,14.44,14.02,12.14,9.02,true
T6pec,,,,19.02,17.02,14.65,14.7,15.27,14.09,11.67,10.7,8.37,true
L0,,,21.29,19.82,18.82,16.84,15.84,15.53,15.17,14.92,12.63,9.0,true
L0,,22.04,19.39,17.95,17.05,15.24,14.5,14.0,13.8,13.61,11.96,9.06,true
L0,,,19.76,18.32,17.33,15.58,14.88,14.3,14.05,13.63,11.91,8.84,true
L5,,,21.43,20.05,19.01,16.78,15.52,15.1,14.54,14.32,12.35,8.72,true
T8,,,,20.34,18.46,15.98,15.8,16.56,14.91,11.64,10.67,8.99,true
L0,,22.2,19.87,18.39,17.46,15.71,14.9,14.28,14.11,13.87,12.76,9.2,true
L1,,,19.8,18.33,17.33,15.29,14.34,13.92,13.51,13.25,12.51,9.0,true
L0,,21.16,18.82,17.35,16.41,14.58,13.78,13.37,13.09,12.81,12.1,8.77,true
L6.5,,,,20.73,19.61,17.58,16.27,15.53,14.42,13.99,12.61,8.69,true
L0,,,20.72,19.18,18.37,16.77,15.99,15.59,15.41,15.12,12.0,8.89,true
L1,,,20.12,18.71,17.75,15.75,15.03,14.56,14.07,13.84,12.64,8.79,true
L2,,,20.09,18.67,17.66,15.5,14.63,14.01,13.6,13.26,12.07,8.61,true
L1FLD-G,,,21.4,19.66,18.68,16.81,15.98,15.63,15.06,14.62,12.38,8.96,true
L2,,,,21.04,20.23,,,,15.92,15.66,11.73,8.87,true
L0,,,20.92,19.33,18.36,16.67,15.88,15.46,15.12,14.84,12.44,8.87,true
L2,,,20.29,18.91,17.94,15.99,14.98,14.47,14.03,13.74,12.06,8.54,true
T5,,,,,19.91,,,,18.65,15.82,12.38,8.54,true
L1,,,22.29,20.8,19.61,,,,16.32,15.91,12.41,8.64,true
L0,,23.02,20.46,18.91,17.93,15.87,15.25,14.47,,,,,true
L0,,,20.61,19.08,18.09,16.22,15.55,15.11,14.74,14.45,12.38,8.79,true
T2,,,,20.0,18.38,16.15,15.26,15.23,14.95,14.02,11.87,9.25,true
L0.5,,,21.25,19.84,18.87,16.89,16.22,15.46,15.36,15.07,12.16,8.82,true
L6,,,,20.32,19.13,17.23,15.9,15.14,,,,,true
L6,,,,20.8,19.76,,,,15.09,14.73,12.61,9.12,true
T6,,,,21.63,19.68,17.13,17.22,17.34,16.84,14.46,12.39,8.88,true
L0,,20.47,18.0,16.47,15.44,13.47,12.64,12.14,11.77,11.41,10.73,8.5,true
T2.5,,,,21.55,20.07,,,,16.09,15.26,12.44,8.95,true
L0,,,20.79,19.31,18.29,16.54,15.55,14.94,14.58,14.21,12.67,9.12,true
T5,,,,,19.32,,,,16.47,14.62,12.3,8.09,true
L7pec(red),,,,20.46,19.3,17.11,15.56,14.79,13.93,13.39,12.44,8.85,true
L5,,,,21.07,20.17,,,,15.62,15.36,12.16,8.9,true
L9,,,,19.53,18.28,16.28,15.06,14.22,13.56,12.77,11.07,8.51,true
L5pec,,,20.32,18.48,17.35,15.21,14.32,13.85,13.33,12.92,12.38,8.41,true
L5pec(red),,,21.18,19.61,18.69,16.25,15.37,14.45,13.7,13.43,12.34,8.99,true
L0,,,20.45,19.09,18.09,16.08,15.25,14.61,14.05,13.75,12.19,9.02,true
